Tree,Nitrogen,Acclimation,Photo,Cond,Ci,Trmmol,VPD,LA,StmRat,BLCond,Tair,Tleaf,Tleaf_Target,TBlk,CO2R,CO2_Target,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,Press
tree38,LN,10,1.411696055,0.048069862,150.0081234,0.280142104,0.5753324,2,0.5,7.713084698,1.244743109,5.054792881,2C,0.001693392,199.8592072,200,198.882309,2.892768145,3.078692675,42.52623367,45.25949097,300.4225769,1000.284668,98.70195007
tree38,LN,10,0.230135211,0.046868738,90.95729496,0.261438481,0.550716361,2,0.5,7.713084698,1.058067918,4.500325203,2C,0.019591007,99.88035583,100,99.70977783,2.816207647,2.989750862,41.96070099,44.54644775,300.394165,1000.889771,98.70246887
tree38,LN,10,-0.413383643,0.047800523,63.65055639,0.264972251,0.547407478,2,0.5,7.713084698,1.025276899,4.352975845,2C,0.021884151,49.98161316,50,50.24795151,2.75929451,2.935176849,41.21160507,43.83850098,300.421875,1001.850586,98.70653534
tree38,LN,10,1.902761244,0.047465518,331.0660703,0.265888049,0.553176597,2,0.5,7.713084698,1.02086103,4.373779297,2C,0.021216203,400.1690979,400,398.8317871,2.71252799,2.889024734,40.52708054,43.16406631,300.4246826,1001.167175,98.70915985
tree38,LN,10,2.769763619,0.047771817,301.8805746,0.268655326,0.555401307,2,0.5,7.713084698,1.02312243,4.345140934,2C,0.020254111,400.2210388,400,398.3058167,2.671042681,2.84939146,39.90172195,42.56600571,300.4111633,1001.81189,98.71153259
tree38,LN,10,2.992816624,0.04796335,492.463038,0.272429366,0.560966014,2,0.5,7.713084698,1.040878534,4.386926174,2C,0.023367347,599.9127197,600,597.8119507,2.637043476,2.817891598,39.34318924,42.04134369,300.4307556,1001.654785,98.71080017
tree38,LN,10,3.154760869,0.047600149,684.2438219,0.273835793,0.568120851,2,0.5,7.713084698,1.052369714,4.465971947,2C,0.022254849,799.9482422,800,797.7025757,2.610858202,2.792651892,38.91956711,41.62953186,300.4186401,1001.598633,98.70894623
tree38,LN,10,3.49024905,0.047470204,870.6892609,0.272578707,0.56706143,2,0.5,7.713084698,1.046003699,4.411472797,2C,0.024519462,1000.081116,1000,997.5767212,2.589902401,2.770849466,38.62451935,41.32307434,300.4452515,1001.513062,98.70800781
tree38,LN,10,3.790352674,0.047187984,1057.615976,0.272715494,0.570700933,2,0.5,7.713084698,1.044809818,4.443108082,2C,0.020731501,1200.029541,1200,1197.288574,2.57187748,2.752948523,38.35785294,41.05840683,300.3955994,1001.752808,98.70504761
tree38,LN,10,3.791376032,0.047280491,1255.893711,0.274305216,0.572945577,2,0.5,7.713084698,1.047762036,4.460350037,2C,0.021789417,1400.027344,1400,1397.248291,2.558254242,2.740358114,38.14878464,40.86431885,300.4367981,1001.612305,98.71080017
tree38,LN,10,3.680521667,0.04690437,1456.853351,0.271788508,0.572221837,2,0.5,7.713084698,1.04658258,4.430425644,2C,0.021063853,1600.027832,1600,1597.288452,2.549350023,2.729802847,38.01924896,40.71039581,300.407135,1001.768494,98.71084595
tree38,LN,10,3.884713864,0.046942907,1846.078966,0.271043979,0.570204001,2,0.5,7.713084698,1.043280721,4.385584831,2C,0.02314759,1999.966187,2000,1997.019653,2.543525696,2.723477364,37.94179535,40.62613678,300.4204407,1001.811157,98.71185303
tree40,LN,10,4.920869716,0.074388857,184.9307339,0.936410718,1.237528269,2,0.5,7.713084698,15.40171432,18.94952965,18C,13.86620331,299.9954834,300,296.5343933,9.091706276,9.709096909,51.22763062,54.7063446,300.3994446,1000.643066,98.95014954
tree40,LN,10,2.721208741,0.075332923,136.4424645,0.921929626,1.203525888,2,0.5,7.713084698,14.62858772,18.67655373,18C,13.01894283,199.9569397,200,198.0236664,9.069032669,9.676895142,53.70727539,57.30706406,300.3995972,1000.621338,98.9508667
tree40,LN,10,0.371156673,0.077385235,90.26497116,0.922542548,1.172981024,2,0.5,7.713084698,14.28160286,18.42164993,18C,12.6590147,100.1418457,100,99.8334198,9.030990601,9.639277458,54.69779968,58.38199615,300.401001,1000.561646,98.9556427
tree40,LN,10,-0.92577424,0.078840808,68.34001657,0.924850922,1.154658879,2,0.5,7.713084698,14.10284901,18.25268173,18C,12.47809696,49.92776489,50,50.51300049,8.987383842,9.597197533,55.07139969,58.8081131,300.4114075,1000.456421,98.96239471
tree40,LN,10,7.060064894,0.079790024,246.9396123,0.928080208,1.145201656,2,0.5,7.713084698,14.01521683,18.15484047,18C,12.38563251,400.7453308,400,395.8003235,8.950047493,9.562035561,55.15798569,58.9295845,300.3999329,1000.696167,98.96749878
tree40,LN,10,6.77998193,0.080084775,252.5698741,0.927819564,1.140740565,2,0.5,7.713084698,13.93110085,18.08958435,18C,12.30604458,400.0460205,400,395.288208,8.909200668,9.520998955,55.2047081,58.99563599,300.4211731,1000.666443,98.96382904
tree40,LN,10,9.800312538,0.080763773,388.2248761,0.929966506,1.134011517,2,0.5,7.713084698,13.85609627,17.99495316,18C,12.22964954,600.1320801,600,593.2402954,8.850558281,9.46381855,55.11100388,58.92967224,300.4158325,1000.959717,98.96731567
tree40,LN,10,11.6440014,0.081022924,547.1927022,0.932260453,1.133246666,2,0.5,7.713084698,13.81874275,17.96017265,18C,12.19657612,799.8792114,800,791.635437,8.811089516,9.425925255,54.99795151,58.83569717,300.3966675,1000.827332,98.96629333
tree40,LN,10,12.13779709,0.081314373,734.2901092,0.9354863,1.133146205,2,0.5,7.713084698,13.79339504,17.92728424,18C,12.16884899,1000.00177,1000,991.3031616,8.767103195,9.384093285,54.81181717,58.66923141,300.3962708,1000.822388,98.96308136
tree40,LN,10,13.04200086,0.081321228,912.276193,0.933692733,1.130958485,2,0.5,7.713084698,13.76713657,17.87406158,18C,12.14365959,1200.108032,1200,1190.685425,8.720648766,9.336435318,54.61506653,58.47156906,300.4207764,1000.743225,98.9641037
tree40,LN,10,13.02366723,0.081351781,1108.573837,0.939817357,1.137994939,2,0.5,7.713084698,13.76821423,17.88943672,18C,12.14366341,1399.876221,1400,1390.335815,8.665380478,9.285253525,54.26621628,58.14812088,300.4134216,1000.888184,98.96607971
tree40,LN,10,13.69336541,0.081199703,1290.645524,0.939947115,1.14030309,2,0.5,7.713084698,13.74180698,17.87066269,18C,12.11526775,1599.925415,1600,1589.813965,8.617383003,9.237386703,54.05833435,57.94772339,300.4060974,1000.878967,98.96605682
tree40,LN,10,14.74851355,0.081358836,1662.401949,0.943304669,1.14224381,2,0.5,7.713084698,13.73199463,17.85362244,18C,12.10561562,2000.310059,2000,1989.242065,8.572934151,9.195159912,53.81591797,57.7218895,300.4153442,1001.062317,98.96992493
tree40,LN,10,4.67824042,0.080580685,198.9564541,0.816290669,1.000497017,2,0.5,7.713084698,11.70217323,15.19025993,14C,10.19877529,300.0066223,300,296.7309875,6.855846882,7.395246983,49.16297531,53.03099442,300.4278259,1001.251526,98.9757843
tree40,LN,10,2.691465728,0.079667069,140.7622911,0.793485541,0.983802152,2,0.5,7.713084698,11.03340721,14.90349865,14C,9.455760002,199.914093,200,198.0178986,6.719662666,7.244028568,50.36802673,54.29847336,300.4533691,1001.227356,98.97419739
tree40,LN,10,0.475593171,0.079917907,88.48757104,0.780586069,0.965062719,2,0.5,7.713084698,10.68541145,14.61608028,14C,9.090773582,99.94459534,100,99.57622528,6.601487637,7.117459297,50.64305115,54.60130692,300.4158325,1001.597473,98.97873688
tree40,LN,10,-0.764552314,0.079512217,64.95222238,0.773347031,0.961036203,2,0.5,7.713084698,10.46844196,14.47988987,14C,8.875017166,49.8534584,50,50.33654022,6.499363899,7.010607243,50.58439255,54.56338501,300.4148254,1001.718262,98.97579956
tree40,LN,10,6.362846439,0.079677283,261.7724898,0.764958661,0.948786748,2,0.5,7.713084698,10.30208874,14.27211666,14C,8.706952095,400.2078857,400,395.769989,6.405598164,6.911381245,50.4097023,54.39002991,300.3942871,1001.349792,98.9726181
tree40,LN,10,6.072985177,0.079874739,267.6498135,0.765998898,0.947824034,2,0.5,7.713084698,10.21202564,14.18941116,14C,8.617770195,399.7562256,400,395.5115662,6.326580524,6.833044529,50.08797455,54.09767914,300.4220581,1000.484497,98.97177887
tree40,LN,10,8.776314884,0.080206937,409.57426,0.770094242,0.949040891,2,0.5,7.713084698,10.16454697,14.14007282,14C,8.565818787,600.1311035,600,593.9835815,6.259147644,6.768381119,49.71162033,53.756073,300.4052124,1001.798462,98.97171783
tree40,LN,10,9.761781415,0.080207766,585.9108514,0.77319043,0.952906479,2,0.5,7.713084698,10.13310528,14.13251209,14C,8.528717041,800.0111694,800,793.104126,6.209796429,6.721079826,49.42518616,53.49460602,300.4180298,1001.410889,98.97512054
tree40,LN,10,10.05757103,0.079726623,775.5596606,0.768962616,0.953350868,2,0.5,7.713084698,10.09920692,14.09254456,14C,8.494503021,1000.157654,1000,992.9538574,6.166132927,6.674627304,49.18659973,53.2428093,300.4281311,1000.856689,98.97014618
tree40,LN,10,10.39420697,0.079637402,965.0139879,0.7679607,0.953235988,2,0.5,7.713084698,10.05032444,14.04342937,14C,8.450399399,1200.011353,1200,1192.482178,6.115933418,6.623786449,48.94713211,53.01158905,300.4309692,999.0892944,98.97241211
tree40,LN,10,10.85639093,0.07970714,1152.431273,0.769657528,0.954572728,2,0.5,7.713084698,10.02430534,14.01681328,14C,8.419671059,1400.05603,1400,1392.115356,6.073069572,6.58207798,48.69003677,52.7709465,300.4239502,999.4763794,98.97489929
tree40,LN,10,10.96815951,0.079833533,1346.909006,0.775086598,0.959803513,2,0.5,7.713084698,10.02516937,14.03211117,14C,8.423085213,1599.827759,1600,1591.704346,6.032742023,6.545379639,48.36360931,52.47334671,300.4123535,1000.563904,98.97425842
tree40,LN,10,11.89757733,0.079520612,1720.581063,0.76957586,0.95672418,2,0.5,7.713084698,9.980657578,13.96892071,14C,8.374573708,2000.010986,2000,1991.07019,6.001148701,6.510150909,48.25312424,52.34582901,300.4174805,999.1289673,98.97260284
tree40,LN,10,4.187388982,0.078794434,208.0284588,0.639770226,0.80413207,2,0.5,7.713084698,7.668045521,11.16482735,10C,6.157094002,300.0253601,300,297.1112366,4.9101758,5.333805084,46.15770721,50.13999939,300.4314575,1001.569641,98.96575165
tree40,LN,10,2.573756305,0.077389633,142.37232,0.616426128,0.78885344,2,0.5,7.713084698,7.094128609,10.87672806,10C,5.527697086,200.0247192,200,198.2298889,4.824865818,5.233104229,47.17101288,51.16221619,300.4128418,999.9697876,98.96563721
tree40,LN,10,0.30342341,0.077943172,92.05570586,0.60887412,0.77382723,2,0.5,7.713084698,6.786385536,10.60899067,10C,5.212265015,99.78829956,100,99.5459671,4.748510361,5.151741028,47.41496658,51.44131851,300.4421082,1000.656921,98.96488953
tree40,LN,10,-0.454332112,0.078213274,59.1055612,0.605719986,0.767266756,2,0.5,7.713084698,6.623781204,10.46195984,10C,5.047563076,50.13296127,50,50.41507721,4.690277576,5.0914464,47.36048126,51.41131592,300.440094,1001.824219,98.96588135
tree40,LN,10,4.881387008,0.078008083,291.5030879,0.601580936,0.764100058,2,0.5,7.713084698,6.526049137,10.36671543,10C,4.942561626,400.1820679,400,396.7738037,4.643354416,5.041787624,47.20565414,51.25623703,300.4508057,998.6166992,98.97121429
tree40,LN,10,5.294882034,0.07813409,282.6505346,0.600393062,0.761427712,2,0.5,7.713084698,6.438029289,10.28326035,10C,4.85392952,399.9101563,400,396.2270508,4.600113869,4.99779129,47.05103683,51.11857605,300.4407043,999.4389648,98.97248077
tree40,LN,10,6.463143915,0.077542705,454.4061837,0.597884328,0.763952314,2,0.5,7.713084698,6.395034313,10.27404404,10C,4.815511703,599.9842529,600,595.4448853,4.568669796,4.964693069,46.86598587,50.92844009,300.4449768,1000.014404,98.96805573
tree40,LN,10,7.330155031,0.077166567,632.6467167,0.595696546,0.764850354,2,0.5,7.713084698,6.359484673,10.25547791,10C,4.772593975,800.020813,800,794.8259888,4.545271873,4.939864159,46.74064636,50.79837418,300.4386597,1000.237061,98.96865082
tree40,LN,10,7.524587485,0.077855807,827.365062,0.598994983,0.762302327,2,0.5,7.713084698,6.337099552,10.20378876,10C,4.748698235,1000.05481,1000,994.649231,4.525564671,4.922341347,46.605896,50.69204712,300.4443359,999.3018188,98.96019745
tree40,LN,10,7.758365709,0.077574062,1019.294153,0.597509235,0.763148398,2,0.5,7.713084698,6.31857872,10.19426441,10C,4.730157375,1200.090454,1200,1194.450439,4.509976387,4.905798435,46.50431061,50.58580017,300.4269104,1000.071167,98.9593277
tree40,LN,10,7.880590631,0.077371585,1213.722995,0.593848811,0.760459952,2,0.5,7.713084698,6.272025108,10.14078617,10C,4.679414272,1400.037109,1400,1394.239868,4.494551659,4.88794136,46.49417496,50.56362152,300.4380188,999.6131592,98.95899963
tree40,LN,10,8.03680809,0.077179405,1407.330145,0.591954406,0.75991781,2,0.5,7.713084698,6.234336376,10.11978817,10C,4.652718067,1599.919067,1600,1593.941284,4.483636856,4.875751019,46.50226212,50.5690918,300.457489,999.5761719,98.9594574
tree40,LN,10,8.909675058,0.076973381,1783.161389,0.594754094,0.765429534,2,0.5,7.713084698,6.277547836,10.18342686,10C,4.687644005,2000.208984,2000,1993.488525,4.480144978,4.8741436,46.32255173,50.3963089,300.4351501,999.3811035,98.94845581
tree40,LN,10,3.768775081,0.077978901,216.877923,0.487761136,0.620649396,2,0.5,7.713084698,3.908324003,7.310557365,6C,2.405516863,300.0774536,300,297.4725647,3.787253857,4.110550404,46.18443298,50.12694168,300.5019226,1000.868652,98.94783783
tree40,LN,10,2.20367983,0.078112127,151.1148674,0.48063974,0.610599268,2,0.5,7.713084698,3.410738468,7.048745155,6C,1.853336453,199.9106598,200,198.3804169,3.709220171,4.02784729,46.84426498,50.86824799,300.4790039,1000.979736,98.9417038
tree40,LN,10,0.999099639,0.076551187,77.5096234,0.46293427,0.600032427,2,0.5,7.713084698,3.091780901,6.782402515,6C,1.528305054,100.1283112,100,99.43261719,3.643121719,3.950057983,47.05701065,51.02161026,300.4569397,1001.316284,98.93759155
tree40,LN,10,-0.267365489,0.077705976,55.01281193,0.4654312,0.594455967,2,0.5,7.713084698,2.904924631,6.621848583,6C,1.34034121,49.80503845,50,49.96752548,3.587780237,3.896379471,46.96103668,51.00033951,300.4658813,1001.507935,98.94011688
tree40,LN,10,2.815043632,0.07762362,336.0988273,0.462408639,0.591224441,2,0.5,7.713084698,2.798828125,6.51241827,6C,1.235113382,400.1490479,400,398.1526489,3.548270226,3.854887962,46.79273605,50.83625412,300.4562683,1001.46106,98.93580627
tree40,LN,10,3.473070246,0.076514197,320.7603006,0.455423188,0.590657606,2,0.5,7.713084698,2.706018686,6.448410988,6C,1.137511969,399.8843994,400,397.4520569,3.515494347,3.817490101,46.66556931,50.67433929,300.4576111,1001.605957,98.93276215
tree40,LN,10,4.773184662,0.076156821,490.3942161,0.453737749,0.591228012,2,0.5,7.713084698,2.658661604,6.418403149,6C,1.088168025,600.1060791,600,596.7487183,3.490583181,3.791455507,46.49168015,50.49904633,300.4712524,1001.578125,98.93412781
tree40,LN,10,4.839712482,0.076173679,686.7069568,0.453040705,0.590217562,2,0.5,7.713084698,2.627010107,6.376271725,6C,1.055411816,799.8006592,800,796.3389282,3.472831011,3.773262024,46.3604393,50.37103271,300.4558411,1001.61322,98.93635559
tree40,LN,10,4.799071111,0.076268689,885.7825231,0.451751186,0.587833961,2,0.5,7.713084698,2.582877874,6.312491417,6C,1.009210229,999.7999878,1000,996.3059082,3.455014229,3.754591703,46.26784134,50.27963638,300.4598694,1001.796448,98.9370575
tree40,LN,10,4.912430623,0.075580978,1080.497287,0.448093311,0.58833872,2,0.5,7.713084698,2.522286654,6.293768406,6C,0.947532296,1199.878662,1200,1196.251831,3.439798832,3.736962557,46.26317596,50.25984573,300.4530945,1001.451172,98.93741608
tree40,LN,10,5.600612505,0.075710728,1263.777498,0.446765935,0.585626512,2,0.5,7.713084698,2.489103317,6.235171318,6C,0.919029832,1399.934448,1400,1395.791138,3.428939342,3.725233316,46.22700119,50.22146606,300.4459534,1001.695801,98.93929291
tree40,LN,10,5.107635902,0.076385814,1473.683302,0.451656632,0.58686517,2,0.5,7.713084698,2.533216953,6.253134251,6C,0.95886445,1600.100952,1600,1596.221191,3.425073385,3.724596262,46.03118896,50.05662155,300.4607849,1001.753967,98.94142151
tree40,LN,10,5.952635196,0.077297743,1852.700079,0.459144068,0.589587254,2,0.5,7.713084698,2.527938843,6.292566299,6C,0.95170629,1999.987305,2000,1995.415039,3.419083834,3.723577499,45.96562195,50.05918884,300.45578,1001.733459,98.93642426
tree40,LN,10,2.880625533,0.077948568,235.8195235,0.407161715,0.518895,2,0.5,7.713084698,1.319381237,4.224663734,2C,0.001786982,299.7072144,300,297.7087097,2.871210575,3.141430855,42.07435989,46.03413391,300.4087219,998.7636108,98.91551208
tree40,LN,10,1.67424877,0.076699221,161.9892956,0.400025684,0.518059014,2,0.5,7.713084698,1.163777828,4.032146454,2C,0.007054655,199.8981781,200,198.7305756,2.771878004,3.037396669,41.07416153,45.00865936,300.4012146,998.5203857,98.91187286
tree40,LN,10,0.378108149,0.076341761,90.97615329,0.386085741,0.502395195,2,0.5,7.713084698,1.002402544,3.565428972,2C,0.02124629,100.0233765,100,99.74602509,2.672173023,2.928445339,40.05746078,43.89913559,300.4266052,999.0224609,98.90718079
tree40,LN,10,-0.215166215,0.075685924,54.44245415,0.385357118,0.505750373,2,0.5,7.713084698,0.998664916,3.546477318,2C,0.020806465,50.15544891,50,50.28578949,2.628100157,2.883901119,39.40635681,43.2419014,300.4255981,998.5236816,98.90458679
tree40,LN,10,1.769533482,0.07506474,357.7762904,0.387031524,0.512111639,2,0.5,7.713084698,1.011924028,3.609888077,2C,0.019168667,400.2362366,400,398.9554443,2.598494053,2.855410099,38.92547607,42.77408218,300.4299622,998.5184326,98.90517426
tree40,LN,10,2.060528061,0.075308415,351.212376,0.39099095,0.515687797,2,0.5,7.713084698,1.029571176,3.64019537,2C,0.020141667,399.9716797,400,398.4962158,2.576910973,2.836463928,38.55272293,42.43584824,300.4257202,998.3564453,98.90412903
tree40,LN,10,2.852613516,0.075025974,531.9910848,0.391072088,0.517698439,2,0.5,7.713084698,1.039014101,3.648439407,2C,0.022601701,600.138855,600,598.0841064,2.561324358,2.820934296,38.29185104,42.17302704,300.4267883,998.0726929,98.89990997
tree40,LN,10,3.020096445,0.074961033,726.3704646,0.392673093,0.520228874,2,0.5,7.713084698,1.042007208,3.672766447,2C,0.021940554,800.0288086,800,797.8096313,2.548670053,2.809355736,38.09194946,41.9881134,300.4153748,998.1263428,98.8934021
tree40,LN,10,3.282815686,0.074250179,918.2800025,0.390229507,0.521923961,2,0.5,7.713084698,1.042331696,3.685101271,2C,0.020226292,1000.170654,1000,997.7259521,2.540009499,2.799073696,37.96377563,41.83582687,300.4176025,998.7174072,98.89900208
tree40,LN,10,3.271403973,0.074104456,1116.579386,0.389882052,0.522493666,2,0.5,7.713084698,1.045580268,3.688376904,2C,0.019671092,1200.103027,1200,1197.61438,2.536257267,2.795080423,37.90014267,41.76782608,300.4308472,998.2362671,98.9024353
tree40,LN,10,3.37064602,0.074134005,1312.60265,0.389808414,0.522199375,2,0.5,7.713084698,1.044721961,3.681079626,2C,0.02036868,1400.048706,1400,1397.442139,2.535074234,2.793854475,37.88547516,41.75281906,300.4242859,998.2697144,98.9041748
tree40,LN,10,3.398708904,0.073950787,1509.976138,0.388817694,0.522150638,2,0.5,7.713084698,1.040989041,3.679519415,2C,0.019309536,1599.967651,1600,1597.291504,2.535328865,2.793460131,37.89945602,41.75814438,300.4142456,998.4452515,98.90415955
tree40,LN,10,3.610068361,0.073686271,1901.435211,0.387480032,0.522178745,2,0.5,7.713084698,1.043288827,3.682800293,2C,0.021529537,1999.916748,2000,1996.998413,2.537950516,2.795174599,37.9305687,41.77487946,300.4360657,998.2865601,98.89948273
tree42,LN,10,4.798002827,0.086452519,201.5643676,1.158933143,1.321142941,2,0.5,7.713084698,15.42148209,18.87722588,18C,13.90843105,300.0314026,300,296.6083679,7.995851517,8.760632515,45.01318359,49.318573,300.4206848,999.8737793,98.98820496
tree42,LN,10,2.514419889,0.080315106,144.0322822,1.043568077,1.279613071,2,0.5,7.713084698,14.40768051,18.69931412,18C,12.77490616,199.9703674,200,198.1586914,8.246886253,8.935444832,49.56066895,53.69864655,300.4082336,999.4520264,98.99103546
tree42,LN,10,0.183254417,0.075417645,93.97902144,0.942646737,1.230228808,2,0.5,7.713084698,13.98001862,18.43574905,18C,12.3301878,100.0384293,100,99.85375214,8.455018997,9.076925278,52.23636246,56.07859039,300.395874,1001.384766,98.98654175
tree42,LN,10,-0.849831713,0.069880611,69.07104261,0.851056987,1.197995058,2,0.5,7.713084698,13.75822639,18.27737236,18C,12.10320663,50.1004715,50,50.63755035,8.628019333,9.189397812,54.08220673,57.6010437,300.4163208,1000.473999,98.99330139
tree42,LN,10,5.919118945,0.064160915,241.2467567,0.771052019,1.181222643,2,0.5,7.713084698,13.6450367,18.20974922,18C,11.99295139,400.219635,400,396.0758057,8.760464668,9.26901722,55.31586456,58.5269928,300.4232788,1001.501587,98.98935699
tree42,LN,10,5.601746303,0.060436044,240.8547554,0.722197009,1.173944027,2,0.5,7.713084698,13.60821629,18.1897049,18C,11.9545927,400.2037048,400,396.2836609,8.83992672,9.316267967,55.9491539,58.96398926,300.4017944,1001.791809,98.98522949
tree42,LN,10,7.958341566,0.053789532,347.2177834,0.638817598,1.165752703,2,0.5,7.713084698,13.54227257,18.15328979,18C,11.88825798,599.9069214,600,594.3560181,8.929172516,9.350478172,56.75812912,59.4361496,300.4205322,1000.595581,98.9870224
tree42,LN,10,9.266700325,0.047665211,468.681787,0.567783656,1.16825244,2,0.5,7.713084698,13.50657463,18.17871284,18C,11.85793209,799.9477539,800,793.4787598,8.984962463,9.359412193,57.24306488,59.62867737,300.4245911,1001.299744,98.98251343
tree42,LN,10,9.616814695,0.043598844,622.8908134,0.523577494,1.177073496,2,0.5,7.713084698,13.52332115,18.25471878,18C,11.87426376,999.8677368,1000,993.1193848,9.026329994,9.371623993,57.44326782,59.64070511,300.4226685,999.9799805,98.98136139
tree42,LN,10,10.59594337,0.041311575,761.2389303,0.498170457,1.181561713,2,0.5,7.713084698,13.53837967,18.28780556,18C,11.88673306,1199.88623,1200,1192.436279,9.042125702,9.370684624,57.48611832,59.57496262,300.4041138,1001.810486,98.97915649
tree42,LN,10,10.80170711,0.039915389,934.8070469,0.482128107,1.183236213,2,0.5,7.713084698,13.53648663,18.28885269,18C,11.88522911,1399.934448,1400,1392.296265,9.037736893,9.355712891,57.46194077,59.48363113,300.4110107,1001.692505,98.97338104
tree42,LN,10,11.39487839,0.03914191,1097.825746,0.473755938,1.185570456,2,0.5,7.713084698,13.53948021,18.28865433,18C,11.88646889,1599.88208,1600,1591.793335,9.019310951,9.331791878,57.33405685,59.32043457,300.3927002,1000.840393,98.97413635
tree42,LN,10,12.1291895,0.038866074,1456.216556,0.474879768,1.196668575,2,0.5,7.713084698,13.5486536,18.35052299,18C,11.89432716,2000.244385,2000,1991.539551,8.989871025,9.303088188,57.1093483,59.09910202,300.4062195,1001.631104,98.9681778
tree42,LN,10,2.644848515,0.04206174,192.9695097,0.439411797,1.025980938,2,0.5,7.713084698,11.44128704,15.68371391,14C,9.892036438,300.0193787,300,298.1713867,7.412257671,7.702536106,54.06509018,56.18238449,300.4199829,1001.7677,98.95230865
tree42,LN,10,1.330204032,0.041129006,144.1621359,0.423659645,1.011779225,2,0.5,7.713084698,10.89042854,15.40014458,14C,9.294240952,199.9283447,200,198.9866486,7.240595818,7.520522594,54.7790451,56.89684296,300.4167786,1000.496582,98.95291138
tree42,LN,10,-0.099260223,0.04086045,102.3929942,0.416125342,1.000467314,2,0.5,7.713084698,10.59451866,15.17574501,14C,8.990504265,100.1078491,100,100.1461868,7.106053352,7.381038666,54.82977676,56.95154572,300.4188843,999.4680786,98.95145416
tree42,LN,10,-0.997078757,0.041097994,88.43456385,0.419191631,1.002108426,2,0.5,7.713084698,10.44337273,15.09514141,14C,8.831378937,49.92969894,50,50.57935715,6.997260571,7.2742939,54.53528595,56.6944313,300.4276123,1001.537537,98.94788361
tree42,LN,10,3.659994398,0.041245508,249.4197656,0.415552771,0.990049347,2,0.5,7.713084698,10.27669716,14.88937855,14C,8.658886909,399.831604,400,397.2850952,6.892484188,7.167150974,54.32012939,56.48479843,300.4181519,998.1611938,98.94843292
tree42,LN,10,4.282939746,0.040803879,223.4245369,0.40967151,0.986642666,2,0.5,7.713084698,10.13945198,14.77178383,14C,8.525876045,400.0940552,400,397.1346436,6.801229954,7.072015285,54.09418106,56.24789429,300.4404297,998.1951904,98.94698334
tree42,LN,10,6.212163143,0.04109283,345.1152681,0.410575694,0.98198013,2,0.5,7.713084698,10.06504822,14.66006374,14C,8.444375992,599.9494629,600,595.6508789,6.725467205,6.996896744,53.75734711,55.9269104,300.4116211,998.3459473,98.94480133
tree42,LN,10,7.182389431,0.041648695,507.4407082,0.415670823,0.981003542,2,0.5,7.713084698,9.980851173,14.58727932,14C,8.363491058,800.088623,800,795.0870972,6.65290308,6.927709103,53.47587204,55.68475342,300.4236755,998.2104492,98.94099426
tree42,LN,10,7.873378306,0.041538387,676.2769608,0.417642043,0.988250833,2,0.5,7.713084698,9.967037201,14.60326481,14C,8.345952988,999.9653931,1000,994.4472656,6.59591341,6.872044086,53.06539536,55.28692245,300.4171753,998.3241577,98.93827057
tree42,LN,10,8.229882622,0.042091953,863.2850546,0.423635393,0.989289857,2,0.5,7.713084698,9.941960335,14.56362534,14C,8.317777634,1200.040649,1200,1194.224976,6.538868427,6.818971634,52.69076538,54.94786453,300.4225769,998.4118042,98.93051147
tree42,LN,10,8.399853527,0.041768988,1050.716363,0.421129458,0.991045243,2,0.5,7.713084698,9.910048485,14.52777672,14C,8.28892231,1399.763794,1400,1393.781006,6.483885765,6.762348175,52.35936356,54.60803223,300.4223328,998.4541626,98.93017578
tree42,LN,10,8.9546366,0.042195833,1229.571631,0.427176758,0.995226204,2,0.5,7.713084698,9.915886879,14.52690411,14C,8.291537285,1600.095093,1600,1593.68042,6.436382771,6.718860149,51.95759964,54.23789215,300.4181213,998.2277222,98.93430328
tree42,LN,10,9.45718164,0.041966994,1601.524309,0.425902946,0.997669926,2,0.5,7.713084698,9.885725021,14.50844383,14C,8.258749962,1999.941772,2000,1993.080933,6.392539501,6.674175262,51.70795822,53.98604965,300.4308777,998.5125732,98.93406677
tree42,LN,10,2.630155386,0.043582227,197.6242533,0.375745847,0.849112621,2,0.5,7.713084698,7.816123009,11.89122963,10C,6.28751564,299.9113159,300,298.0858154,5.296369553,5.545122623,49.25870895,51.57222748,300.4282837,1001.625,98.90700531
tree42,LN,10,1.128237602,0.042913698,154.3654177,0.36516033,0.838114455,2,0.5,7.713084698,7.250030994,11.61286736,10C,5.670453548,199.8479156,200,199.0484467,5.157380104,5.399159431,49.85496902,52.19218063,300.4299622,1000.59845,98.90341949
tree42,LN,10,-0.043689611,0.04264425,100.1085663,0.35803533,0.827045962,2,0.5,7.713084698,6.926177502,11.35651493,10C,5.336987495,99.80544281,100,99.81073761,5.040802002,5.27788496,49.82013702,52.16331863,300.4396973,999.9276123,98.90023041
tree42,LN,10,-0.572258643,0.042080589,71.54318767,0.349878607,0.819119907,2,0.5,7.713084698,6.710673332,11.15537643,10C,5.115717411,50.12932587,50,50.49852753,4.945428848,5.177144051,49.60842514,51.93280029,300.4267578,998.8577271,98.90419769
tree42,LN,10,3.640173227,0.041922519,253.7179067,0.346627702,0.814645853,2,0.5,7.713084698,6.544085503,11.00911427,10C,4.949662209,400.1374207,400,397.622467,4.862728119,5.092297554,49.34140396,51.67080688,300.4429321,999.5249634,98.90483093
